reviewText,unixReviewTime,reviewTime
Just didn't move fast and predictable,1458000000,"03 15, 2016"
I didn't watch.  I could tell from the first scenes it wasn't my kind of a show.,1444867200,"10 15, 2015"
"An interesting storyline - particularly if one has some exposure to kung-fu movies.  However, the editing and picture quality is poor.  It also helps if one understands mandarin Chinese.",1405987200,"07 22, 2014"
"As my subject mentions...the story and interviews were great....but the video quality was very, very poor....as a matter of fact some of the worst video I have seen in a long, long time.",1365033600,"04 4, 2013"
"Wow - this movie has aged badly, very, very, very badly.  SS is not that great a director at all...yuck.",1405987200,"07 22, 2014"
"Seasons 1-3 were marvelous and Fry and Laurie do their best to save this season but there are some truly terrible episodes.  Episode 2 is the worst episode ever, ending with a stupid chase up the Empire State building.  This season seems to rely on ending many episodes with a final chaotic chase scene.It has a few good moments and some good dialog but it's only worth having just to say that you have the whole series.  A sad end to an incredible series.",1204243200,"02 29, 2008"
I thought this was basically a second movie but its the same as the first with about 5 minutes of additional footage.,1403481600,"06 23, 2014"
Excellent movie!,1439596800,"08 15, 2015"
movie was just OK,1440028800,"08 20, 2015"
Poor acting and predictable plot.,1471132800,"08 14, 2016"
It's okay,1449100800,"12 3, 2015"
"I'm not a videogame nut, so I guess I missed this film's 'good' points.  The only redeeming qualities ""Resident Evil-Apocalypse"" has going for it are CGI effects and stunts.  Nonexistent plot, lousy dialogue (lots of cursing), women running around half or completely naked (while all the men are fully clothed).  Even the zombies were far better done in the recent remake of ""Dawn of the Dead"".  Milla Jovovich has yet to make an impression on me in any film she has been in.Movies like this one seem to assume that videogame devotees aren't intelligent enough to deal with such things as decent story, good acting, etc.  Judging by some reviews on this site, maybe the producers of 'Apocalypse' are right.  1 star, and that's stretching it.",1104278400,"12 29, 2004"
It was alright. A lot of action....Was not quite in my realm but I watched it through. My older grandkids liked it.....SMILE,1390089600,"01 19, 2014"
"I don't think I've ever been more disappointed in a movie.  This was historically inaccurate beyond belief.  It almost seemed like it was making Joan out to be the villain.  If you want to see a good movie on Joan Of Arc, see the ""Joan Of Arc"" movie that was on TV.",976060800,"12 6, 2000"
Bought this as a Christmas gift. Love the show.,1453766400,"01 26, 2016"
one of the funniest movie of all tim and tom hanks best,1505606400,"09 17, 2017"
"INTERESTING, WELL ACTED; ENDING WAS A BIT UNSATISFYING, THOUGH.",1470700800,"08 9, 2016"
Watched the first 5 minutes and couldn't take it anymore....,1469836800,"07 30, 2016"
heartfelt and poignant although the pace at times is somewhat slow,1417478400,"12 2, 2014"
Great old movie! Have loved since childhood! So happy they were able to make it a DVD!,1414627200,"10 30, 2014"
Halloween Resurrection was a joke.,1485302400,"01 25, 2017"
OK,1455840000,"02 19, 2016"
It was ok,1419897600,"12 30, 2014"
i love the movie and i will continue to buy movies from you and when i fine one i like.,1360022400,"02 5, 2013"
"The acting and production were so bad, we only lasted about 10 minutes before we decided it wasn't worth the time.",1382572800,"10 24, 2013"
"A classic not only of thoughtful science fiction in the tradition of ""The Day the Earth Stood Still"", but of cryptic suggestion: Dozens of threads are tied together only slowly, as the viewer gains slowly  more and more access to the facts.  Built on a rock-solid performance by  Richard Dreyfuss, this is one of the true greats.",940550400,"10 22, 1999"
"I was disappointed in this film. I think Kevin Bacon was trying to channel Ethan Hawke, and it just didn't work.",1474243200,"09 19, 2016"
The shipping package is good and the dvd box is ok. The dvd is fair and when I view it I will see how well it plays.,1484092800,"01 11, 2017"
It really blows!,1471910400,"08 23, 2016"
I have purchased this movie in multiple formats and now I have added it to my DVD collection.  This is a timeless classic.,1378512000,"09 7, 2013"
"Good movie. But the best scenes in the preview were only ten seconds of the movie. There was no air battle, only a ten second scene of those cool aircraft.",1358985600,"01 24, 2013"
"I don't know. I just didn't care for it that much. It had some funny moments, but overall, I just didn't find it that funny. I also expected it to be movie-length. Instead it was only about twenty or thirty minutes. It wasn't horrible, but it certainly was not one of my favorites.",1265155200,"02 3, 2010"
"It was ok, bought by accident but enjoyed it.",1470614400,"08 8, 2016"
Kinda boring and really drawn out...,1473811200,"09 14, 2016"
Great movie.  Purchased this for my collection,1482278400,"12 21, 2016"
A very enjoyable fantasy that holds up over the years.,1439337600,"08 12, 2015"
Just OK.,1410739200,"09 15, 2014"
It was an OK move.,1414022400,"10 23, 2014"
"A little bit of a let down, I can really say this honestly.... SUCKED.... I gave it two stars because the directing was good but , THE REST SUCKED... :(",1417478400,"12 2, 2014"
Timeless and wonderful movie for all of us dog lovers.  Thank you for a great movie to share with my grandchildren!,1390867200,"01 28, 2014"
"Kinda heavy for a kid movie. It was cute. It was ok for a rental, I wouldn't purchase it though.",1382400000,"10 22, 2013"
A whole lot of talking going on but the acting is solid. The only thing I didn't like was the fact that the dvd has no table of contents. You cannot view the movie by chapters. Once you put the dvd in the movie automatically begins playing and your forced to watch until it's done.,1483747200,"01 7, 2017"
"wonderful musical, thoroughly entertaining. I will enjoy watching it over and over.",1433030400,"05 31, 2015"
Sweet story.  Light entertainment.,1443571200,"09 30, 2015"
Wonderful Classic Disney movie. Great for families,1477094400,"10 22, 2016"
"Again, as with most films today, a serious lack of screen writing ability. They seem to think they can create suspense with confusion.",1441065600,"09 1, 2015"
Item arrived damaged.,1427155200,"03 24, 2015"
Roger Moore is one of my favorite Bonds.  This movie is typically Bond sensational particularly if you like Moore in the part.,1388620800,"01 2, 2014"
"Denzel has a habit of making whatever movie he's in a lot better.  I can't think of another leading man who could have made me want to watch this movie all the way through.  The action scenes are poetry, but the rest is kind of blah.",1532390400,"07 24, 2018"
"LOVE THIS MOVIE, LOT'S OF GOOD ACTORS!",1418860800,"12 18, 2014"
"Beautifully shot, but ultimately a slow, dull movie that can and should be figured out within the first 10 minutes.  Lots of hype around this movie, but it fails to deliver.",1450396800,"12 18, 2015"
"An interesting look into the future. The brain child of Director and Writer Andrew Niccol, I enjoyed this movie, but I feel that his other two films The Truman Show and Lord of War were superior.",1185408000,"07 26, 2007"
